Molecule_Name,Smiles,human_VDss_L_kg,Source,CAS
Lanicemine,c1ccc(cc1)C(Cc2ccccn2)N,1.62,10.1124/dmd.118.082966,153322-05-5
Laniquidar,COC(c1cnc2C(=C3CCN(CC3)CCc3ccc(cc3)OCc3ccc4ccccc4n3)c3ccccc3CCn12)=O,6.03,10.1124/dmd.118.082966,197509-46-9
Lanreotide,c1(c2c(cccc2)[nH]c1)C[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC([C@@H](CSSC[C@@H](NC([C@@H](NC([C@@H](NC1=O)CCCCN)=O)C(C)C)=O)C(N[C@@H]([C@@H](C)O)C(=O)N)=O)NC(=O)[C@@H](N)Cc1ccc2c(c1)cccc2)=O,0.2,10.1124/dmd.118.082966,108736-35-2
Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c2nc3ccccc3[nH]2,0.28,10.1124/dmd.118.082966,103577-45-3
Laromustine,CS(=O)(=O)[N@@](N(S(=O)(=O)C)C(=O)NC)CCCl,0.88,10.1124/dmd.118.082966,173424-77-6
Laropiprant,CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)O)Cc4ccc(cc4)Cl)F,1,10.1124/dmd.118.082966,571170-77-9
Larotaxel,O=C1[C@@]23[C@@H]([C@@]4(OC(=O)C)[C@@H](C[C@@H]2C3)OC4)[C@H](OC(=O)c2ccccc2)[C@]2(C(C(=C(C)[C@H](C2)OC(=O)[C@@H]([C@@H](NC(=O)OC(C)(C)C)c2ccccc2)O)C1OC(=O)C)(C)C)O,17,10.1124/dmd.118.082966,156294-36-9
Lefamulin,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]4CC[C@@H](N)C[C@H]4O,1.32,10.1124/dmd.118.082966,1061337-51-6
Lenapenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)[C@@H](CCNC)O)C(=O)O)[C@@H](C)O,0.22,10.1124/dmd.118.082966,149951-16-6
Lesinurad,c1ccc2c(c1)c(ccc2n3c(nnc3Br)SCC(=O)O)C4CC4,0.29,10.1124/dmd.118.082966,878672-00-5
Letrozole,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,1.9,10.1124/dmd.118.082966,112809-51-5
Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6,0.38,10.1124/dmd.118.082966,53714-56-0
Levetiracetam,N1([C@H](C(=O)N)CC)C(=O)CCC1,0.6,10.1124/dmd.118.082966,102767-28-2
Levobupivacaine,C(Nc1c(cccc1C)C)([C@H]1[N@@](CCCC)CCCC1)=O,0.49,10.1124/dmd.118.082966,27262-47-1
Levocabastine,[H]OC([C@@]1(CCN(C[C@H]1C)C1CCC(CC1)(C#N)c1ccc(cc1)F)c1ccccc1)=O,1.17,10.1124/dmd.118.082966,79516-68-0
Levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1.7,10.1124/dmd.118.082966,59-92-7
Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1.2,10.1124/dmd.118.082966,100986-85-4
Levoleucovorin,C(=O)([C@@H](NC(=O)c1ccc(cc1)NC[C@@H]1N(c2c(=O)nc([nH]c2NC1)N)C=O)CCC(=O)O)O,0.27,10.1124/dmd.118.082966,68538-85-2
Levomepromazine,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,12,10.1124/dmd.118.082966,60-99-1
Levonorgestrel,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1.5,10.1124/dmd.118.082966,797-63-7
Levoprotiline,c1ccc2c(C3(CCC2c2ccccc32)C[C@H](CNC)O)c1,18.8,10.1124/dmd.118.082966,76496-68-9
Levorphanol,c12[C@@]34[C@H]([C@@H](Cc1ccc(c2)O)[N@](C)CC3)CCCC4,11.5,10.1124/dmd.118.082966,1977/7/6
Levosimendan,C[C@@H]1CC(=O)NN=C1c2ccc(NN=C(C#N)C#N)cc2,0.24,10.1124/dmd.118.082966,141505-33-1
Libenzapril,C([C@@H](N[C@H]1CCc2c(cccc2)N(CC(O)=O)C1=O)CCCCN)(O)=O,1.98,10.1124/dmd.118.082966,109214-55-3
Licarbazepine,c12CC(c3c(N(c2cccc1)C(=O)N)cccc3)O,0.72,10.1124/dmd.118.082966,29331-92-8
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,1.8,10.1124/dmd.118.082966,137-58-6
Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,16,10.1124/dmd.118.082966,668270-12-0
Lincomycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,1,10.1124/dmd.118.082966,154-21-2
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,0.58,10.1124/dmd.118.082966,165800-03-3
"Lipoic acid, R(+)-¦Á",C1CSS[C@@H]1CCCCC(=O)O,0.1,10.1124/dmd.118.082966,1200-22-2
"Lipoic acid, S(-)-¦Á",C1CSS[C@H]1CCCCC(=O)O,0.11,10.1124/dmd.118.082966,1077-27-6
Lisdexamfetamine,"C[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)N
",0.6,10.1124/dmd.118.082966,608137-32-2
Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,0.89,10.1124/dmd.118.082966,76547-98-3
Lisuride,c12c3C=4[C@H]([N@@](C[C@H](C4)NC(N(CC)CC)=O)C)Cc1c[nH]c2ccc3,1.73,10.1124/dmd.118.082966,18016-80-3
Lomefloxacin,N1[C@@H](C)CN(CC1)c1c(F)cc2c(c(cn(c2c1F)CC)C(O)=O)=O,2.04,10.1124/dmd.118.082966,98079-51-7
Lomitapide,c1cccc2c1C(c1c2cccc1)(CCCCN1CCC(CC1)NC(c1c(cccc1)c1ccc(cc1)C(F)(F)F)=O)C(NCC(F)(F)F)=O,16.3,10.1124/dmd.118.082966,182431-12-5
Lorazepam,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,1.3,10.1124/dmd.118.082966,846-49-1
Lorcainide,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,6.6,10.1124/dmd.118.082966,59729-31-6
Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,1.6,10.1124/dmd.118.082966,848-75-9
Losartan,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,0.37,10.1124/dmd.118.082966,114798-26-4
Losmapimod,CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,1.67,10.1124/dmd.118.082966,585543-15-3
Lovastatin (acid),CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,0.87,10.1124/dmd.118.082966,75225-51-3
Loxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0.24,10.1124/dmd.118.082966,107097-80-3
Lubeluzole,[H]O[C@@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(c(c1)F)F,2.6,10.1124/dmd.118.082966,144665-07-6
Lurbinectedin,Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9c(c1cc(ccc1[nH]9)OC)CCN8,7.3,10.1124/dmd.118.082966,497871-47-3
Lurtotecan,CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(cc5c4CN7CCN(CC7)C)OCCO6)O,4.77,10.1124/dmd.118.082966,149882-10-0
LY2090314,C1(C2C3C(N(C(C=3C(N=C(N3C=CC4)C=4)=C3)=O)[H])=O)[C@@H](N(C=2)C2)[C@@H](C=C(C=1)F)CN(C2)C(=O)N(CCCC1)C1,1.2,10.1124/dmd.118.082966,603288-22-8
LY2140023,S1(=O)(=O)C[C@@]([C@H]2[C@@H]1[C@@H]2C(=O)O)(NC(=O)[C@H](CCSC)N)C(=O)O,0.44,10.1124/dmd.118.082966,635318-55-7
LY404039,S1(=O)(=O)[C@@H]2[C@H]([C@](C1)(N)C(=O)O)[C@H]2C(=O)O,0.21,10.1124/dmd.118.082966,635318-11-5
Mannitol,O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H](CO)O,0.24,10.1124/dmd.118.082966,69-65-8
Maprotiline,CNCCCC12CCC(c3ccccc13)c4ccccc24,45,10.1124/dmd.118.082966,10262-69-8
Maraviroc,[H]N(C(C1CCC(CC1)(F)F)=O)[C@H](CCN1[C@H]2CC[C@@H]1CC(C2)n1c(C)nnc1C(C)C)c1ccccc1,2.3,10.1124/dmd.118.082966,376348-65-1
Maxipost,COc1ccc(Cl)cc1[C@]2(F)C(=O)Nc3cc(ccc23)C(F)(F)F,10,10.1124/dmd.118.082966,187523-35-9
Mazapertine,CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(N1CCCCC1)=O,1.54,10.1124/dmd.118.082966,134208-17-6
MDAM,C=C(C[C@@H](C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CN=C3C(=N2)C(=NC(=N3)N)N)C(=O)O,0.7,10.1124/dmd.118.082966,176857-41-3
ME-344,Cc1c(ccc2c1OC[C@H]([C@H]2c3ccc(cc3)O)c4ccc(cc4)O)O,1.2,10.1124/dmd.118.082966,1374524-68-1
Mebendazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,1.2,10.1124/dmd.118.082966,31431-39-7
Medifoxamine,C(Oc1ccccc1)(Oc1ccccc1)CN(C)C,2.8,10.1124/dmd.118.082966,32359-34-5
Medroxalol,CC(CCc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(c3)C(=O)N,7.9,10.1124/dmd.118.082966,56290-94-9
Melagatran,NC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C3CCCCC3)cc1,0.23,10.1124/dmd.118.082966,159776-70-2
Melatonin,c12c([nH]cc1CCNC(C)=O)ccc(c2)OC,1.1,10.1124/dmd.118.082966,73-31-4
Meloxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,0.15,10.1124/dmd.118.082966,71125-38-7
Melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,14,10.1124/dmd.118.082966,3575-80-2
Melphalan,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,0.48,10.1124/dmd.118.082966,148-82-3
MEN-10755 ,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3C[C@@](O)(Cc4c(O)c5C(=O)c6ccccc6C(=O)c5c(O)c34)C(=O)CO)O[C@H]2C,2.4,10.1124/dmd.118.082966,211100-13-9
Menogaril,c12c3c([C@@]4(O[C@@H](O3)[C@@H](O)[C@@H]([C@@H]4O)N(C)C)C)cc(c1C(c1c(c3[C@@H](C[C@@](Cc3cc1C2=O)(C)O)OC)O)=O)O,9.14,10.1124/dmd.118.082966,71628-96-1
Meperidine,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,2.3,10.1124/dmd.118.082966,57-42-1
Mepindolol,Cc1cc2c([nH]1)cccc2OCC(CNC(C)C)O,2.17,10.1124/dmd.118.082966,23694-81-7
Mepivacaine,CN1CCCCC1C(=O)Nc2c(C)cccc2C,0.95,10.1124/dmd.118.082966,96-88-8
Meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,0.7,10.1124/dmd.118.082966,57-53-4
Meptazinol,CCC1(CCCCN(C)C1)c2cccc(O)c2,3.3,10.1124/dmd.118.082966,54340-58-8
"Mercaptopurine, 6-",S=C1NC=Nc2[nH]cnc12,1,10.1124/dmd.118.082966,50-44-2
Meropenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C,0.3,10.1124/dmd.118.082966,96036-03-2
Mesna,C(S(=O)(=O)O)CS,0.65,10.1124/dmd.118.082966,19767-45-4
Metadoxine,Cc1c(c(c(cn1)CO)CO)O.C1CC(=O)N[C@@H]1C(=O),0.66,10.1124/dmd.118.082966,74536-44-0
Metaproterenol,CC(C)NCC(c1cc(cc(c1)O)O)O,6.03,10.1124/dmd.118.082966,586-06-1
Metazosin,[H]N([H])c1c2cc(c(cc2nc(n1)N1CCN(CC1)C([C@H](C)OC)=O)OC)OC,0.44,10.1124/dmd.118.082966,95549-92-1
Metergoline,c12c3[C@@H]4[C@H]([N@@](C[C@@H](C4)CNC(OCc4ccccc4)=O)C)Cc1cn(c2ccc3)C,0.57,10.1124/dmd.118.082966,17692-51-2
Metformin,CN(C)C(=N)NC(=N)N,0.64,10.1124/dmd.118.082966,657-24-9
Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,4.4,10.1124/dmd.118.082966,76-99-3
Methamphetamine,CN[C@@H](C)Cc1ccccc1,4.3,10.1124/dmd.118.082966,537-46-2
Methicillin,COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,0.32,10.1124/dmd.118.082966,61-32-5
Methimazole,CN1C=CNC1=S,0.86,10.1124/dmd.118.082966,60-56-0
Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,1.1,10.1124/dmd.118.082966,151-83-7
Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.43,10.1124/dmd.118.082966,1959/5/2
"Methoxypsoralen,8-",COc1c2c(ccc(=O)o2)cc3c1occ3,0.61,10.1124/dmd.118.082966,298-81-7
Methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0.69,10.1124/dmd.118.082966,555-30-6
Methylergometrine,c12c3C=4[C@H]([N@@](C[C@@H](C4)C(N[C@@H](CC)CO)=O)C)Cc1c[nH]c2ccc3,0.96,10.1124/dmd.118.082966,113-42-8
Methylnaltrexone,C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46,2.6,10.1124/dmd.118.082966,73232-52-7
"Methylnortestosterone, 7¦Á-, 19-",C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0.8,10.1124/dmd.118.082966,3764-87-2
Methylphenidate,COC(=O)C(C1CCCCN1)c2ccccc2,2.2,10.1124/dmd.118.082966,113-45-1
Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,1.2,10.1124/dmd.118.082966,83-43-2
"Methylthiomethylpaclitaxel, 7-",CSCO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C(=O)[C@]13C)C5(C)C)C,11,10.1124/dmd.118.082966,160237-25-2
Metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,3.2,10.1124/dmd.118.082966,364-62-5
Metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5,0.4,10.1124/dmd.118.082966,5152-30-7
Metolazone,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,1.6,10.1124/dmd.118.082966,17560-51-9
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,3.1,10.1124/dmd.118.082966,51384-51-1
Metrizoate,CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.17,10.1124/dmd.118.082966,1949-45-7
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,0.4,10.1124/dmd.118.082966,443-48-1
Mexiletine,CC(N)COc1c(C)cccc1C,5.9,10.1124/dmd.118.082966,31828-71-4
Mezlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,0.09,10.1124/dmd.118.082966,51481-65-3
Mianserin,N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2,13.75,10.1124/dmd.118.082966,24219-97-4
Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,3.1,10.1124/dmd.118.082966,116644-53-2
Mibenratide,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)O)CC(=O)O)C)CCC(=O)N)C(C)C)Cc3ccccc3)CC(=O)O)CO)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)Cc5ccc(cc5)O)CC(=O)N)CC(=O)O)CCCCN)CCCNC(=N)N)CCCNC(=N)N,0.38,10.1124/dmd.118.082966,1239011-83-6
Micafungin,CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)O)c7)[C@H](O)CC(=O)N,0.21,10.1124/dmd.118.082966,235114-32-6
Miconazole,c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,7.14,10.1124/dmd.118.082966,22916-47-8
Micronomicin,C1C[C@@H](N)[C@H](O[C@@H]1CNC)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O[C@@H]1[C@@H]([C@H]([C@](CO1)(O)C)NC)O)O,0.15,10.1124/dmd.118.082966,52093-21-7
Midazolam,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,1.1,10.1124/dmd.118.082966,59467-70-8
Midodrine,c1(c(ccc(c1)OC)OC)[C@@H](CNC(CN)=O)O,0.67,10.1124/dmd.118.082966,42794-76-3
Mifamurtide,OC[C@@H](O)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](C)C(=O)NCCOP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(N)=O)[C@H](C=O)NC(C)=O,5.8,10.1124/dmd.118.082966,83461-56-7
Mifepristone,C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O,0.45,10.1124/dmd.118.082966,84371-65-3
Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.28,10.1124/dmd.118.082966,72432-03-2
Mildronate,C(CCN[N+](C)(C)C)([O-])=O,0.7,10.1124/dmd.118.082966,76144-81-5
Milnacipran,C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN,4.51,10.1124/dmd.118.082966,92623-85-3
Milrinone,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,0.25,10.1124/dmd.118.082966,78415-72-2
Minocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,1.6,10.1124/dmd.118.082966,10118-90-8
Minoxidil,c1(N2CCCCC2)cc(n(=O)c(n1)N)N,0.9,10.1124/dmd.118.082966,38304-91-5
Mipomersen,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O,0.1,10.1124/dmd.118.082966,1000120-98-8
Mirabegron,O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3,23.8,10.1124/dmd.118.082966,223673-61-8
Mirtazapine,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,4.2,10.1124/dmd.118.082966,85650-52-8
Mitonafide,c12c3cccc1cc(cc2C(=O)N(C3=O)CCN(C)C)[N+](=O)[O-],11.3,10.1124/dmd.118.082966,54824-17-8
Mitoxantrone,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,12,10.1124/dmd.118.082966,65271-80-9
Mivacurium (cis/cis),COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc5cc(OC)c(OC)c(OC)c5)C(Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC,0.27,10.1124/dmd.118.082966,106791-40-6
Mizolastine,n1(Cc2ccc(cc2)F)c(N2CCC(CC2)N(C)c2nccc([nH]2)=O)nc2c1cccc2,0.38,10.1124/dmd.118.082966,108612-45-9
Moclobemide,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,1.1,10.1124/dmd.118.082966,71320-77-9
Molsidomine,[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1,1.4,10.1124/dmd.118.082966,25717-80-0
Mometasone Furoate,C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O,2.2,10.1124/dmd.118.082966,83919-23-7
Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,0.15,10.1124/dmd.118.082966,158966-92-8
Morinidazole,OC(CN1CCOCC1)Cn2c(cnc2C)[N+]([O-])=O,0.75,10.1124/dmd.118.082966,92478-27-8
Morphine,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,2.3,10.1124/dmd.118.082966,57-27-2
Morphine-6-Glucuronide,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)O)c35,0.12,10.1124/dmd.118.082966,20290-10-2
Moxalactam,CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,0.17,10.1124/dmd.118.082966,64952-97-2
Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,1.4,10.1124/dmd.118.082966,151096-09-2
Moxonidine,COc1nc(C)nc(Cl)c1NC2=NCCN2,1.8,10.1124/dmd.118.082966,75438-57-2
Mycophenolic acid,c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2,0.77,10.1124/dmd.118.082966,24280-93-1
Nadolol,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,1.9,10.1124/dmd.118.082966,42200-33-9
Nafamostat,c1cc(ccc1C(=O)Oc2ccc3cc(ccc3c2)C(=N)N)NC(=N)N,5.71,10.1124/dmd.118.082966,81525-10-2
Nafarelin,c1(c2c(cccc2)[nH]c1)C[C@@H](NC([C@@H](Cc1c[nH]cn1)NC([C@@H]1CCC(N1)=O)=O)=O)C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](Cc1cc2c(cccc2)cc1)C(N[C@@H](C(N[C@@H](C(N1[C@@H](CCC1)C(NCC(N)=O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)=O)=O)CO)=O,0.14,10.1124/dmd.118.082966,76932-56-4
Nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,0.22,10.1124/dmd.118.082966,147-52-4
Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,4.6,10.1124/dmd.118.082966,20594-83-6
