Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
Tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,1,10.1124/dmd.118.082966,32986-56-4
Tocainide,CC(N)C(=O)Nc1c(C)cccc1C,0.87,10.1124/dmd.118.082966,41708-72-9
Tofacitinib,[C@@H]1([C@H](CN(CC1)C(=O)CC#N)N(c1ncnc2[nH]ccc12)C)C,0.6,10.1124/dmd.118.082966,477600-75-2
Tofogliflozin,CCc1ccc(cc1)Cc2ccc3c(c2)[C@]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC3,0.46,10.1124/dmd.118.082966,903565-83-3
Tolamolol,Cc1ccccc1OCC(O)CNCCOc2ccc(cc2)C(=O)N,0.089,10.1124/dmd.118.082966,38103-61-6
Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.05,10.1124/dmd.118.082966,64-77-7
Tolcapone,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)N(=O)=O,0.0012,10.1124/dmd.118.082966,134308-13-7
Tolfenamic acid,c1ccc(c(c1Nc1ccccc1C(=O)O)C)Cl,0.003,10.1124/dmd.118.082966,13710-19-5
Toloxatone,Cc1cccc(c1)N2CC(CO)OC2=O,0.49,10.1124/dmd.118.082966,29218-27-7
Tolterodine,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,0.037,10.1124/dmd.118.082966,124937-51-5
Tolvaptan,c1cc(c(cc1)C)C(=O)Nc1ccc(C(=O)N2CCC[C@@H](c3c2ccc(c3)Cl)O)c(c1)C,0.01,10.1124/dmd.118.082966,150683-30-0
Tomopenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3C[C@H](N(C)C3)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N,0.91,10.1124/dmd.118.082966,222400-20-6
Tonapofylline,C12(CCC(CC1)(CC2)c1[nH]c2c(n(c(n(c2n1)CCC)=O)CCC)=O)CCC(=O)O,0.1,10.1124/dmd.118.082966,340021-17-2
Topiramate,[C@]12([C@H]([C@H]3[C@@H](CO2)OC(O3)(C)C)OC(O1)(C)C)COS(=O)(=O)N,0.72,10.1124/dmd.118.082966,97240-79-4
Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,0.65,10.1124/dmd.118.082966,123948-87-8
Torsemide,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,0.01,10.1124/dmd.118.082966,56211-40-6
Trabectedin,COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O,0.06,10.1124/dmd.118.082966,114899-77-3
Tramadol,COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C,0.8,10.1124/dmd.118.082966,27203-92-5
Trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,0.03,10.1124/dmd.118.082966,871700-17-3
Trandolapril,C1CC[C@@H]2C[C@H](N([C@@H]2C1)C([C@H](C)N[C@@H](CCc1ccccc1)C(OCC)=O)=O)C(=O)O,0.17,10.1124/dmd.118.082966,87679-37-6
Tranexamic acid,NC[C@@H]1CC[C@H](CC1)C(=O)O,0.97,10.1124/dmd.118.082966,1197-18-8
Traxoprodil,C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,0.63,10.1124/dmd.118.082966,134234-12-1
Trazodone,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,0.08,10.1124/dmd.118.082966,19794-93-5
Treprostinil,[H]OC(COc1cccc2C[C@H]3[C@H](CC[C@@H](CCCCC)O[H])[C@H](C[C@H]3Cc12)O[H])=O,0.09,10.1124/dmd.118.082966,81846-19-7
Triamcinolone Acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.2,10.1124/dmd.118.082966,76-25-5
Triamterene,Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,0.42,10.1124/dmd.118.082966,396-01-0
Triazolam,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0.1,10.1124/dmd.118.082966,28911-01-5
Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.5,10.1124/dmd.118.082966,738-70-5
Trimetrexate,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,0.05,10.1124/dmd.118.082966,52128-35-5
Trimipramine,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,0.051,10.1124/dmd.118.082966,739-71-9
Trospectomycin,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,0.65,10.1124/dmd.118.082966,88669-04-9
Trospium,c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O,0.33,10.1124/dmd.118.082966,47608-32-2
Trovafloxacin,N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,0.24,10.1124/dmd.118.082966,147059-72-1
Tubocurarine,COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4,0.58,10.1124/dmd.118.082966,57-94-3
TZP 101,[H]N1CCCc2ccccc2O[C@H](C)CN([H])[C@@H](C2CC2)C(N(C)[C@H](C)C(N([H])[C@H](Cc2ccc(cc2)F)C1=O)=O)=O,0.01,10.1124/dmd.118.082966,842131-33-3
"UK-240,455",CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2NC(=O)C(=O)Nc12,0.13,10.1124/dmd.118.082966,178908-09-3
Umeclidinium,c1ccc(cc1)COCC[N+]23CCC(CC2)(CC3)C(c4ccccc4)(c5ccccc5)O,0.11,10.1124/dmd.118.082966,869185-19-3
Vaborbactam,B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)Cc2cccs2)O,0.67,10.1124/dmd.118.082966,1360457-46-0
Valbenazine,CC(C)C[C@@H]1CN2CCc3cc(c(cc3[C@H]2C[C@H]1OC(=O)[C@H](C(C)C)N)OC)OC,0.01,10.1124/dmd.118.082966,1025504-45-3
Valdecoxib,o1nc(c(c1C)c1ccc(cc1)S(=O)(=O)N)c1ccccc1,0.02,10.1124/dmd.118.082966,181695-72-7
Valproic Acid,CCCC(CCC)C(=O)O,0.08,10.1124/dmd.118.082966,99-66-1
Valsartan,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O,0.04,10.1124/dmd.118.082966,137862-53-4
Valspodar,C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C,0.022,10.1124/dmd.118.082966,121584-18-7
Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@H](NC6=O)C(=O)O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,0.7,10.1124/dmd.118.082966,1404-90-6
Vardenafil,CCCc1nc(C)c2C(=O)NC(=Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4,0.05,10.1124/dmd.118.082966,224785-90-4
Vecuronium Bromide,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,0.25,10.1124/dmd.118.082966,50700-72-6
Venlafaxine,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,0.73,10.1124/dmd.118.082966,93413-69-5
Verapamil,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.093,10.1124/dmd.118.082966,52-53-9
Verlukast,CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1,0.0004,10.1124/dmd.118.082966,120443-16-5
Vilanterol,c1cc(c(c(c1)Cl)COCCOCCCCCCNC[C@@H](c2ccc(c(c2)CO)O)O)Cl,0.06,10.1124/dmd.118.082966,503068-34-6
Vilazodone,"C1CN(CCN1CCCCc1c[nH]c2c1cc(cc2)C#N)c1cc2c(cc1)oc(c2)C(=O)N	",0.03,10.1124/dmd.118.082966,163521-12-8
Vildagliptin,[H]N(CC(N1CCC[C@@H]1C#N)=O)C12C[C@@H]3C[C@H](C1)CC(C3)(C2)O[H],0.885123618,10.1124/dmd.118.082966,274901-16-5
Vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.14,10.1124/dmd.118.082966,865-21-4
Vincristine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.4,10.1124/dmd.118.082966,57-22-7
Vinorelbine,CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC,0.87,10.1124/dmd.118.082966,71486-22-1
Vinpocetine,[C@@H]12c3n4c5c(c3CCN2CCC[C@]1(C=C4C(=O)OCC)CC)cccc5,0.02,10.1124/dmd.118.082966,42971-09-5
Vismodegib,n1ccccc1c1c(ccc(c1)NC(=O)c1c(cc(cc1)S(=O)(=O)C)Cl)Cl,0.01,10.1124/dmd.118.082966,879085-55-9
Vorapaxar,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c4ccc(cn4)c5cccc(F)c5,0.01,10.1124/dmd.118.082966,618385-01-6
Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,0.42,10.1124/dmd.118.082966,137234-62-9
Vorinostat,ONC(=O)CCCCCCC(=O)Nc1ccccc1,0.29,10.1124/dmd.118.082966,149647-78-9
Vortioxetine,CC1=CC=C(SC2=C(C=CC=C2)N2CCNCC2)C(C)=C1,0.02,10.1124/dmd.118.082966,508233-74-7
Warfarin,CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,0.015,10.1124/dmd.118.082966,81-81-2
Xamoterol,OC(CNCCNC(=O)N1CCOCC1)COc2ccc(O)cc2,0.97,10.1124/dmd.118.082966,81801-12-9
XK469R,CC(C(=O)O)Oc1ccc(cc1)Oc2cnc3ccc(cc3n2)Cl,0.0036,10.1124/dmd.118.082966,157435-10-4
XR5000,CN(C)CCNC(=O)c1cccc2c1nc3ccccc3c2,0.03,10.1124/dmd.118.082966,89459-25-6
Yohimbine,c12[C@H]3[N@@](C[C@@H]4CC[C@@H]([C@@H]([C@@H]4C3)C(OC)=O)O)CCc1c1ccccc1[nH]2,0.2,10.1124/dmd.118.082966,146-48-5
Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0.96,10.1124/dmd.118.082966,7481-89-2
Zaleplon,CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N,0.4,10.1124/dmd.118.082966,151319-34-5
Zanamivir,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O,0.86,10.1124/dmd.118.082966,139110-80-8
ZD-9331,n1c(=O)c2cc(CN(c3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)c(c3)F)CC#C)c(C)cc2[nH]c1C,0.01,10.1124/dmd.118.082966,153537-73-6
Ziconotide,S1SC[C@@H]2NC([C@@H](CCCCN)NC([C@@H](NC(CNC([C@@H](NC(CNC([C@@H](NC([C@@H](CSSC[C@@H]3NC([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC2=O)CO)=O)CCCNC(=N)N)=O)CC(C)C)=O)CCSC)=O)Cc2ccc(cc2)O)CC(O)=O)CSSC[C@@H](NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](C1)NC([C@@H](NC(CNC(=O)[C@@H]([C@@H](C)O)NC3=O)=O)CO)=O)=O)CCCNC(=N)N)=O)CO)=O)=O)CCCCN)=O)C(=O)N)=O)N)=O)CCCCN)=O)=O)CCCCN)=O)=O)C)=O)=O,0.5,10.1124/dmd.118.082966,107452-89-1
Zidovudine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.8,10.1124/dmd.118.082966,30516-87-1
Zimelidine,C(\c1ccc(Br)cc1)(c1cccnc1)=C\CN(C)C,0.086,10.1124/dmd.118.082966,56775-88-3
Ziprasidone,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,0.0012,10.1124/dmd.118.082966,146939-27-7
Ziracin,[H]Oc1cc(C)c(C(=O)O[C@H]2CO[C@]3(C4[C@H]2OCO4)O[C@@H]2CO[C@@H]([C@@H]([C@H]2O3)O[H])O[C@@H]2[C@H]([C@@H]([C@H]([C@H](COC)O2)O[C@H]2[C@@H]([C@H]([C@H]([C@@H](C)O2)OC)O[C@@H]2[C@@H]([C@]3(C)[C@H]([C@@H](C)O2)O[C@]2(C[C@H]([C@@H]([C@@H](C)O2)O[C@@H]2C[C@@H]([C@H]([C@H](C)O2)OC(c2c(C)c(c(c(c2OC)[Cl])O[H])[Cl])=O)O[C@H]2C[C@](C)([C@H]([C@@H](C)O2)OC)[N+]([O-])=O)O[H])O3)O[H])O[H])O[H])OC)c(c1)O[H],0.04,10.1124/dmd.118.082966,109545-84-8
Zoledronic Acid,OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O,0.78,10.1124/dmd.118.082966,118072-93-8
Zolmitriptan,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0.75,10.1124/dmd.118.082966,139264-17-8
Zolpidem,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3,0.08,10.1124/dmd.118.082966,82626-48-0
Zoniporide,C(=O)(NC(=N)N)c1c(n(nc1)c1c2c(ccc1)nccc2)C1CC1,0.34,10.1124/dmd.118.082966,241800-98-6
Zopiclone,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,0.2,10.1124/dmd.118.082966,43200-80-2
Zotarolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@@H]1n5cnnn5,0.26,10.1124/dmd.118.082966,221877-54-9
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)"
CHEMBL269236,N1CCc2c(C1)[nH]c1c2cccc1,0.1,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C11H12N2/c1-2-4-10-8(3-1)9-5-6-12-7-11(9)13-10/h1-4,12-13H,5-7H2"
CHEMBL11,CN(CCCN1c2ccccc2CCc2c1cccc2)C,0.3,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3"
CHEMBL22,COc1cc(cc(c1OC)OC)Cc1c[nH]c(=N)[nH]c1=N,0.56,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)"
CHEMBL6966,COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,0.1,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3"
CHEMBL26,CCN1CCCC1CN=C(c1cc(ccc1OC)S(=O)(=O)N)O,0.66,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)"
CHEMBL423,OC(COc1ccc(cc1)CCOCC1CC1)CNC(C)C,0.5,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3"
CHEMBL428,N[C@@H]1[C@@H]2[C@H]1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,0.203,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H15F3N4O3/c21-8-1-2-15(13(22)3-8)27-7-12(20(29)30)17(28)9-4-14(23)19(25-18(9)27)26-5-10-11(6-26)16(10)24/h1-4,7,10-11,16H,5-6,24H2,(H,29,30)/t10-,11+,16+"
CHEMBL42,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2c1cccc2,0.03,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3"
CHEMBL451,CN=C1Nc2ccc(cc2C(=N(=O)C1)c1ccccc1)Cl,0.048,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H14ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-9H,10H2,1H3,(H,18,19)"
CHEMBL57,Cc1ccnc2c1N=C(O)c1c(N2C2CC2)nccc1,0.4,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)"
CHEMBL465,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C,0.03,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1"
CHEMBL64,NNC(=O)c1ccncc1,0.95,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)"
CHEMBL268254,OC1=Nc2ccc(cc2C(=NC1)c1ccccc1Cl)Cl,0.05,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H10Cl2N2O/c16-9-5-6-13-11(7-9)15(18-8-14(20)19-13)10-3-1-2-4-12(10)17/h1-7H,8H2,(H,19,20)"
CHEMBL76,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,0.465,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)"
CHEMBL85,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2,0.1,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3"
CHEMBL499,O[C@H](COc1nsnc1N1CCOCC1)CNC(C)(C)C,0.9,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3/t10-/m0/s1"
CHEMBL267345,O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O,0.04,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C47H73NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-33(51)22-36(53)35(52)20-19-31(49)21-32(50)23-39(55)62-29(3)28(2)42(27)56/h5-18,27-38,40-44,46,49-54,56-58,61H,19-26,48H2,1-4H3,(H,59,60)/b6-5+,9-7+,10-8+,13-11+,14-12+,17-15+,18-16+/t27-,28-,29-,30+,31+,32+,33-,34-,35+,36+,37-,38-,40+,41-,42+,43+,44-,46-,47+/m0/s1"
CHEMBL515,ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl,0.337,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)"
CHEMBL276682,ClCCN(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCCl,0.08,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H20Cl2N2O5/c17-7-9-20(10-8-18)12-3-1-11(2-4-12)15(23)19-13(16(24)25)5-6-14(21)22/h1-4,13H,5-10H2,(H,19,23)(H,21,22)(H,24,25)/t13-/m0/s1"
CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,0.1,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1"
CHEMBL278255,NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(c2=O)C(=O)O)C1CC1,0.96,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H17ClFN3O3/c18-13-14-10(5-12(19)15(13)21-4-3-8(20)6-21)16(23)11(17(24)25)7-22(14)9-1-2-9/h5,7-9H,1-4,6,20H2,(H,24,25)"
CHEMBL558,CC(COc1c(C)cccc1C)N,0.45,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3"
CHEMBL563,OC(=O)C(c1ccc(c(c1)F)c1ccccc1)C,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)"
CHEMBL113,Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.64,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3"
CHEMBL567,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.07,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2"
CHEMBL114,OC(=N)C[C@@H](C(=N[C@H]([C@@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=NC(C)(C)C)O)O)Cc1ccccc1)O)NC(=O)c1ccc2c(n1)cccc2,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)/t26-,27+,30-,31-,32-,33+/m0/s1"
CHEMBL17157,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3"
