Molecule_Name,Smiles,human_mrt,Source
Mebendazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,1.3,10.1124/dmd.118.082966
Medifoxamine,C(Oc1ccccc1)(Oc1ccccc1)CN(C)C,3.4,10.1124/dmd.118.082966
Medroxalol,CC(CCc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(c3)C(=O)N,8.2,10.1124/dmd.118.082966
Melagatran,NC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C3CCCCC3)cc1,2,10.1124/dmd.118.082966
Melatonin,c12c([nH]cc1CCNC(C)=O)ccc(c2)OC,1.1,10.1124/dmd.118.082966
Meloxicam,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,21,10.1124/dmd.118.082966
Melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,5,10.1124/dmd.118.082966
Melphalan,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,1.1,10.1124/dmd.118.082966
MEN-10755 ,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3C[C@@](O)(Cc4c(O)c5C(=O)c6ccccc6C(=O)c5c(O)c34)C(=O)CO)O[C@H]2C,17,10.1124/dmd.118.082966
Menogaril,c12c3c([C@@]4(O[C@@H](O3)[C@@H](O)[C@@H]([C@@H]4O)N(C)C)C)cc(c1C(c1c(c3[C@@H](C[C@@](Cc3cc1C2=O)(C)O)OC)O)=O)O,13.13,10.1124/dmd.118.082966
Meperidine,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,6.4,10.1124/dmd.118.082966
Mepindolol,Cc1cc2c([nH]1)cccc2OCC(CNC(C)C)O,6.21,10.1124/dmd.118.082966
Mepivacaine,CN1CCCCC1C(=O)Nc2c(C)cccc2C,2.5,10.1124/dmd.118.082966
Meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,19,10.1124/dmd.118.082966
Meptazinol,CCC1(CCCCN(C)C1)c2cccc(O)c2,2,10.1124/dmd.118.082966
"Mercaptopurine, 6-",S=C1NC=Nc2[nH]cnc12,1.1,10.1124/dmd.118.082966
Meropenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C,1.3,10.1124/dmd.118.082966
Mesna,C(S(=O)(=O)O)CS,0.52,10.1124/dmd.118.082966
Metadoxine,Cc1c(c(c(cn1)CO)CO)O.C1CC(=O)N[C@@H]1C(=O),1.38,10.1124/dmd.118.082966
Metaproterenol,CC(C)NCC(c1cc(cc(c1)O)O)O,7.14,10.1124/dmd.118.082966
Metazosin,[H]N([H])c1c2cc(c(cc2nc(n1)N1CCN(CC1)C([C@H](C)OC)=O)OC)OC,13.7,10.1124/dmd.118.082966
Metergoline,c12c3[C@@H]4[C@H]([N@@](C[C@@H](C4)CNC(OCc4ccccc4)=O)C)Cc1cn(c2ccc3)C,1,10.1124/dmd.118.082966
Metformin,CN(C)C(=N)NC(=N)N,1.4,10.1124/dmd.118.082966
Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,43,10.1124/dmd.118.082966
Methamphetamine,CN[C@@H](C)Cc1ccccc1,16,10.1124/dmd.118.082966
Methicillin,COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,0.8,10.1124/dmd.118.082966
Methimazole,CN1C=CNC1=S,3.8,10.1124/dmd.118.082966
Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,1.5,10.1124/dmd.118.082966
Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,3.4,10.1124/dmd.118.082966
"Methoxypsoralen,8-",COc1c2c(ccc(=O)o2)cc3c1occ3,0.88,10.1124/dmd.118.082966
Methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,3.3,10.1124/dmd.118.082966
Methylergometrine,c12c3C=4[C@H]([N@@](C[C@@H](C4)C(N[C@@H](CC)CO)=O)C)Cc1c[nH]c2ccc3,2.25,10.1124/dmd.118.082966
Methylnaltrexone,C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46,2,10.1124/dmd.118.082966
"Methylnortestosterone, 7¦Á-, 19-",C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0.67,10.1124/dmd.118.082966
Methylphenidate,COC(=O)C(C1CCCCN1)c2ccccc2,4.5,10.1124/dmd.118.082966
Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,3.5,10.1124/dmd.118.082966
"Methylthiomethylpaclitaxel, 7-",CSCO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)C)C(=O)[C@]13C)C5(C)C)C,29,10.1124/dmd.118.082966
Metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,9.4,10.1124/dmd.118.082966
Metocurine,COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5,5.6,10.1124/dmd.118.082966
Metolazone,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,19,10.1124/dmd.118.082966
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,4,10.1124/dmd.118.082966
Metrizoate,CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,1,10.1124/dmd.118.082966
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,7.8,10.1124/dmd.118.082966
Mexiletine,CC(N)COc1c(C)cccc1C,12,10.1124/dmd.118.082966
Mezlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,0.71,10.1124/dmd.118.082966
Mianserin,N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2,10.5,10.1124/dmd.118.082966
Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,13,10.1124/dmd.118.082966
Mibenratide,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)O)CC(=O)O)C)CCC(=O)N)C(C)C)Cc3ccccc3)CC(=O)O)CO)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)Cc5ccc(cc5)O)CC(=O)N)CC(=O)O)CCCCN)CCCNC(=N)N)CCCNC(=N)N,0.09,10.1124/dmd.118.082966
Micafungin,CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)O)c7)[C@H](O)CC(=O)N,21,10.1124/dmd.118.082966
Miconazole,c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,12.55,10.1124/dmd.118.082966
Micronomicin,C1C[C@@H](N)[C@H](O[C@@H]1CNC)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O[C@@H]1[C@@H]([C@H]([C@](CO1)(O)C)NC)O)O,2.4,10.1124/dmd.118.082966
Midazolam,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,3.5,10.1124/dmd.118.082966
Midodrine,c1(c(ccc(c1)OC)OC)[C@@H](CNC(CN)=O)O,0.4,10.1124/dmd.118.082966
Mifamurtide,OC[C@@H](O)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](C)C(=O)NCCOP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(N)=O)[C@H](C=O)NC(C)=O,1.98,10.1124/dmd.118.082966
Mifepristone,C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O,15.7,10.1124/dmd.118.082966
Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2.7,10.1124/dmd.118.082966
Mildronate,C(CCN[N+](C)(C)C)([O-])=O,4.3,10.1124/dmd.118.082966
Milnacipran,C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN,8.17,10.1124/dmd.118.082966
Milrinone,CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,0.67,10.1124/dmd.118.082966
Minocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,22,10.1124/dmd.118.082966
Minoxidil,c1(N2CCCCC2)cc(n(=O)c(n1)N)N,1.3,10.1124/dmd.118.082966
Mipomersen,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O,2.4,10.1124/dmd.118.082966
Mirabegron,O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3,29.3,10.1124/dmd.118.082966
Mirtazapine,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,8.8,10.1124/dmd.118.082966
Mitonafide,c12c3cccc1cc(cc2C(=O)N(C3=O)CCN(C)C)[N+](=O)[O-],5.6,10.1124/dmd.118.082966
Mitoxantrone,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,25,10.1124/dmd.118.082966
Mivacurium (cis/cis),COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc5cc(OC)c(OC)c(OC)c5)C(Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC,0.87,10.1124/dmd.118.082966
Mizolastine,n1(Cc2ccc(cc2)F)c(N2CCC(CC2)N(C)c2nccc([nH]2)=O)nc2c1cccc2,6,10.1124/dmd.118.082966
Moclobemide,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,1.8,10.1124/dmd.118.082966
Molsidomine,[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1,2.1,10.1124/dmd.118.082966
Mometasone Furoate,C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O,2.9,10.1124/dmd.118.082966
Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,3.8,10.1124/dmd.118.082966
Morinidazole,OC(CN1CCOCC1)Cn2c(cnc2C)[N+]([O-])=O,7.9,10.1124/dmd.118.082966
Morphine,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,1.5,10.1124/dmd.118.082966
Morphine-6-Glucuronide,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)O)c35,0.91,10.1124/dmd.118.082966
Moxalactam,CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,3.9,10.1124/dmd.118.082966
Moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,9.7,10.1124/dmd.118.082966
Moxonidine,COc1nc(C)nc(Cl)c1NC2=NCCN2,2.7,10.1124/dmd.118.082966
Mycophenolic acid,c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2,6.5,10.1124/dmd.118.082966
Nadolol,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,11,10.1124/dmd.118.082966
Nafamostat,c1cc(ccc1C(=O)Oc2ccc3cc(ccc3c2)C(=N)N)NC(=N)N,1.15,10.1124/dmd.118.082966
Nafarelin,c1(c2c(cccc2)[nH]c1)C[C@@H](NC([C@@H](Cc1c[nH]cn1)NC([C@@H]1CCC(N1)=O)=O)=O)C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](Cc1cc2c(cccc2)cc1)C(N[C@@H](C(N[C@@H](C(N1[C@@H](CCC1)C(NCC(N)=O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)=O)=O)CO)=O,3.33,10.1124/dmd.118.082966
Nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,1.1,10.1124/dmd.118.082966
Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,3.5,10.1124/dmd.118.082966
Nalmefene,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O,9.1,10.1124/dmd.118.082966
Naloxone,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1.2,10.1124/dmd.118.082966
Naltrexone,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,2.2,10.1124/dmd.118.082966
Naphtidrofuryl oxalate,CCN(CC)CCOC(=O)C(Cc1cccc2c1cccc2)CC3CCCO3,1.5,10.1124/dmd.118.082966
Naproxen,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,19.78,10.1124/dmd.118.082966
Napsagatran,NC(=N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C4CC4)C1,0.94,10.1124/dmd.118.082966
Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,6.1,10.1124/dmd.118.082966
Nateglinide,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,1.4,10.1124/dmd.118.082966
NBI-1,C[C@H](c1c2ccccc2sc1CCN(C)C)c1ccccn1,6.8,10.1124/dmd.118.082966
NBI-2,CN(C)CCC1Cc2cc(ccc2C=1Cc1cccnn1)F,7.9,10.1124/dmd.118.082966
NBI-3,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c1cnccn1,10,10.1124/dmd.118.082966
NBI-4,C[C@@H](c1cccnc1F)c1c2ccccc2sc1CCN(C)C,10,10.1124/dmd.118.082966
Nebivolol,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,13,10.1124/dmd.118.082966
Nedaplatin,O1[Pt](OC(=O)C1)(N),2.75,10.1124/dmd.118.082966
Nedocromil,c12c(c3c(c(cc(o3)C(O)=O)=O)cc1c(cc(n2CC)C(O)=O)=O)CCC,0.7,10.1124/dmd.118.082966
Nefazodone,CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,1.1,10.1124/dmd.118.082966
Nefopam,CN1CCOC(c2ccccc2)c3ccccc3C1,8.1,10.1124/dmd.118.082966
Nelarabine,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,1,10.1124/dmd.118.082966
Nemonoxacin,C(C(=C(N1C2CC2)C(=C2N(C[C@](C[C@]3([H])C)(N)[H])C3)OC)C=C2)(C(=C1)C(O)=O)=O,8.4,10.1124/dmd.118.082966
Nemorubicin,c1(cccc2c1C(c1c(O)c3c(c(c1C2=O)O)C[C@](C(CO)=O)(O)C[C@@H]3O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)[N@]1CCO[C@@H](C1)OC)=O)OC,53.3,10.1124/dmd.118.082966
Neostigmine,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,1.3,10.1124/dmd.118.082966
Nesiritide,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C=CC=C1)=C1)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)N1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=CNC2)N=2)C(=O)O)C(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC2)N2C(=O)[C@@H](N)CO)C(C)C)C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCC1=O)=O)CO)=O)CO)=O)CO)=O)CO)=O,0.3,10.1124/dmd.118.082966
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O,2.2,10.1124/dmd.118.082966
Netupitant,Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,32.57,10.1124/dmd.118.082966
Nevirapine,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,81,10.1124/dmd.118.082966
Nicainoprol,C1CCN(C(c2cccnc2)=O)c2c1cccc2OC[C@@H](CNC(C)C)O,3.1,10.1124/dmd.118.082966
Nicardipine,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C,1.5,10.1124/dmd.118.082966
Nicorandil,c1(C(NCCO[N+](=O)[O-])=O)cccnc1,2.7,10.1124/dmd.118.082966
Nicotine,CN1CCC[C@H]1c2cccnc2,2.4,10.1124/dmd.118.082966
Nifedipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,1.8,10.1124/dmd.118.082966
Nifekalant,n1(c(=O)n(c(=O)cc1NCC[N@@](CCCc1ccc(cc1)[N+](=O)[O-])CCO)C)C,1.56,10.1124/dmd.118.082966
Nimodipine,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C,1.2,10.1124/dmd.118.082966
Nintedanib,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,12.6,10.1124/dmd.118.082966
Nisoldipine,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C,6.5,10.1124/dmd.118.082966
Nitrazepam,O=C1CN=C(c2ccccc2)c3cc(ccc3N1)N(=O)=O,33,10.1124/dmd.118.082966
Nitrendipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C,4.1,10.1124/dmd.118.082966
Nitrofurantoin,O=C1CN(\N=C\c2oc(cc2)N(=O)=O)C(=O)N1,0.98,10.1124/dmd.118.082966
Nizatidine,CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1,1.7,10.1124/dmd.118.082966
NK 611,COc1cc(cc(OC)c1O)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4N(C)C)c6cc7OCOc7cc26,17,10.1124/dmd.118.082966
Nocloprost,C(\[C@@H]1[C@@H]([C@@H](Cl)C[C@@H]1O)C\C=C\CCCC(O)=O)=C\[C@@H](C(CCCC)(C)C)O,0.2,10.1124/dmd.118.082966
Nomifensine,CN1CC(c2ccccc2)c3cccc(N)c3C1,4.5,10.1124/dmd.118.082966
Norfloxacine,c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F,4.5,10.1124/dmd.118.082966
Nortilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1NC)c2ccccc2,4.2,10.1124/dmd.118.082966
Nortriptyline,CNCCC=C1c2ccccc2CCc3ccccc13,37,10.1124/dmd.118.082966
Noscapine,CN1CCc2cc3c(c(c2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OC)OCO3,2.28,10.1124/dmd.118.082966
Octreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,1.3,10.1124/dmd.118.082966
Odanacatib,CC(C)(C[C@@H](C(=O)NC1(CC1)C#N)N[C@@H](c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)F,147.3,10.1124/dmd.118.082966
Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,11,10.1124/dmd.118.082966
OGT719,O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)n1c(=O)[nH]c(=O)c(c1)F,3.95,10.1124/dmd.118.082966
Olcegepant,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCN(CC5)c6ccncc6,1.9,10.1124/dmd.118.082966
Oleandomycin,[H]O[C@H]1[C@H](C)O[C@@H](C[C@@H]1OC)O[C@@H]1[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H]([C@@H](C)C([C@]2(C[C@H](C)[C@@H]([C@H]1C)O[C@@H]1[C@@H]([C@@H](C[C@H](C)O1)N(C)C)O[H])CO2)=O)O[H],1.41,10.1124/dmd.118.082966
Oliceridine,COc1ccsc1CNCC[C@]2(CCOC3(C2)CCCC3)c4ccccn4,1.9,10.1124/dmd.118.082966
Olodaterol,O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C,22.21,10.1124/dmd.118.082966
Olprinone,c1(c(cc(c(=O)[nH]1)C#N)c1ccc2n(c1)ccn2)C,0.97,10.1124/dmd.118.082966
Olsalazine,OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O,0.97,10.1124/dmd.118.082966
Omadacycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(CNCC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,19.24,10.1124/dmd.118.082966
Ombitasvir,CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc2ccc(cc2)[C@@H]3CC[C@H](N3c4ccc(cc4)C(C)(C)C)c5ccc(cc5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,23.07,10.1124/dmd.118.082966
Ombrabulin,O=C([C@@H](N)CO)NC1=C(OC)C=CC(/C=C\C2=CC(OC)=C(OC)C(OC)=C2)=C1,0.32,10.1124/dmd.118.082966
Omeprazole,COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C,0.48,10.1124/dmd.118.082966
Ondansetron,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,5.2,10.1124/dmd.118.082966
ONO-4232,O[C@H](/C=C/[C@@H]1N(CCSCCCC(O)=O)C(CC1)=O)CC2=CC=C(F)C=C2,0.51,10.1124/dmd.118.082966
OR-1896,[H]N(C(C)=O)c1ccc(cc1)C1[C@H](C)CC(N([H])N=1)=O,88,10.1124/dmd.118.082966
Org 28611,COc3cccc(c13)c(C(=O)N(CC2C)CCN2C)cn1CC4CCCCC4,5.7,10.1124/dmd.118.082966
